id,created_at,text,retweet_count,favorite_count
1045101048623325184,2018-09-27 00:01:21,https://t.co/m8v3H4NGYd,1295,13319
1045101016943714304,2018-09-27 00:01:14,https://t.co/DoBY5dA2n0,711,6220
1045100837842771968,2018-09-27 00:00:31,https://t.co/MUfcM0bIq3,380,3597
1045100429351120896,2018-09-26 23:58:54,https://t.co/eQb0RscFRw,370,3570
1045100216393785345,2018-09-26 23:58:03,https://t.co/imBhc2zkEY,518,4460
1045061267541508096,2018-09-26 21:23:17,Happy birthday Ant https://t.co/8qCgOqC5A4,1135,14420
1044767581968560129,2018-09-26 01:56:17,"🙈☺️🌍💯👽💜🚀🙌 

🍎level https://t.co/c7eY5jkjuI",2538,32571
1044738626033082368,2018-09-26 00:01:13,working on the YZY operating system with Nick Knight and team https://t.co/fViQMFqJO6,989,10230
1044701654426181632,2018-09-25 21:34:18,https://t.co/TWWaPMt2Lj,602,7455
1044641946055004160,2018-09-25 17:37:03,YZY FD CLTHNG SHLTR XPSR https://t.co/VO890WArE6,967,10032
1044629345958940673,2018-09-25 16:46:59,https://t.co/LhjJiGqYCT,669,7809
1044606915303489536,2018-09-25 15:17:51,I think I stand pigeon toed cause of Michael Jordan 😊 https://t.co/bDW5lSp3y2,2137,27926
1044344119668043777,2018-09-24 21:53:35,https://t.co/z9sOHIeu65,3758,34959
1044266964623876103,2018-09-24 16:47:00,namaste means the divine in me sees the divine in you.   Namaste - the divine is us,8508,38351
1044263766609674240,2018-09-24 16:34:18,the term followers should be changed to observers. We need to follow our spirit,9284,53427
1044258592797351943,2018-09-24 16:13:44,art gives people the freedom to think - President Z Scott of Chicago State,1842,11952
1044024537212366849,2018-09-24 00:43:41,same field https://t.co/2lwQF6jhOY,5309,52451
1043941457675997185,2018-09-23 19:13:33,happy Sunday https://t.co/0TKouJckov,14888,136179
1043696980898144256,2018-09-23 03:02:05,our minds and spirits are endless https://t.co/f8pGZPxoqa,4278,26735
1043689982206984192,2018-09-23 02:34:17,we’re upgrading our operating systems,2565,21118
1043683783495450624,2018-09-23 02:09:39,https://t.co/Ud82Hod3Vk,333,5144
1043683735751671808,2018-09-23 02:09:27,https://t.co/llaC6ZaQTu,469,5419
1043677932458102784,2018-09-23 01:46:24,"when you at the sugar factory make sure you get that mirror shot 

This is not a paid tweet 😂 https://t.co/t66gbDEkSN",7873,86631
1043675645182599170,2018-09-23 01:37:19,convo with Ben Schwerin from Snapchat https://t.co/FElSmLI43e,1634,17268
1043626111035355136,2018-09-22 22:20:29,"I’d rather someone give me INSIGHT than to EXCITE me 

People always try to get you EXCITED so they can manipulate… https://t.co/LcjC3AvWQF",12016,52402
1043613149981593600,2018-09-22 21:28:59,https://t.co/cnLijHSjaN,8365,42687
1043609312403177472,2018-09-22 21:13:44,a lot of human beings think this is what love means https://t.co/9JgLBvEiSt,9370,38528
1043556092096045057,2018-09-22 17:42:15,YANDHI 9 29 18 https://t.co/iYWFUJ07oo,6002,31122
1043555923933958144,2018-09-22 17:41:35,YANDHI 9 29 18 https://t.co/kaAUj1iTVt,4091,22217
1043555878773841921,2018-09-22 17:41:24,YANDHI 9 29 18 https://t.co/CfpIBe5gBs,2173,13926
1043555842006499328,2018-09-22 17:41:15,YANDHI 9 29 18 https://t.co/nAgOzWLuut,3110,18449
1043553559055282176,2018-09-22 17:32:11,we’re building DONDA schools in Chicago,2118,18221
1043549598105526272,2018-09-22 17:16:27,Having your amount of likes on display for the world to see and judge is like showing how much money you have in th… https://t.co/TIOCeMtn6b,13006,67374
1043549546066767872,2018-09-22 17:16:14,Speaking for myself I personally want to participate in social media with the option of not having to show my followers or likes,3689,23804
1043549481319321600,2018-09-22 17:15:59,There are people who are committing suicide due to not getting enough likes. Seeking validation in the simulation. … https://t.co/buQmCxVa2u,2869,18212
1043538210440196096,2018-09-22 16:31:12,Just got this pic from Mikkey https://t.co/LiVjHEudtP,756,9381
1043527734234820608,2018-09-22 15:49:34,https://t.co/OF3HtCqgbP,3071,15050
1043518843694415872,2018-09-22 15:14:14,need a slide emoji https://t.co/OMe4nrWuOf,1476,16856
1043496926144913410,2018-09-22 13:47:09,relearning how to code.  I knew how to in 7th grade when I was programming a video game,6520,60253
1043478942122823680,2018-09-22 12:35:41,we design everything we put our soul in,5093,25145
1043469772967432194,2018-09-22 11:59:15,https://t.co/ecWZiHQ0NN,2470,22272
1043468917404884993,2018-09-22 11:55:51,https://t.co/KNaLXXQ2lG,765,7258
1043337014500716544,2018-09-22 03:11:43,https://t.co/faO1r5bvi6,467,5542
1043336811823558656,2018-09-22 03:10:54,https://t.co/EuYTmA43md,399,4592
1043336329919000577,2018-09-22 03:08:59,https://t.co/vhPd7dFtd7,296,3026
1043336110078812160,2018-09-22 03:08:07,https://t.co/DVpg73qYBg,463,4067
1043336047004811264,2018-09-22 03:07:52,https://t.co/gKMOamzALJ,352,3270
1043335976716627968,2018-09-22 03:07:35,https://t.co/j8X4peqTnm,335,3232
1043335825323225090,2018-09-22 03:06:59,https://t.co/ez6VtIW26K,289,2940
1043335747569213440,2018-09-22 03:06:41,https://t.co/aNzvg3XH9w,282,2748
1043335683350323202,2018-09-22 03:06:25,https://t.co/tzkHCxq6Re,258,2646
1043335580539441152,2018-09-22 03:06:01,https://t.co/0kTfTDcFaK,420,2987
1043335465045118976,2018-09-22 03:05:33,https://t.co/RyZQc8Ms8o,323,3194
1043335308505300992,2018-09-22 03:04:56,https://t.co/DoKeVlitgf,342,3103
1043313046595096576,2018-09-22 01:36:28,Gaudi https://t.co/xKTpteUBAF,621,8258
1043312924138209280,2018-09-22 01:35:59,activity on the 350 today https://t.co/nch4PffRNz,798,8142
1043312741186818048,2018-09-22 01:35:15,holographic https://t.co/Xm4pjuflES,28253,146439
1043312481953697792,2018-09-22 01:34:14,with the zoom in for anyone concerned with the man made construct of numbers.  The universe is infinite and also ob… https://t.co/huLRHF5DQD,1148,10089
1042874839013326848,2018-09-20 20:35:11,Holographic,2758,22841
1042868953691807744,2018-09-20 20:11:48,a conversation with My friend Jack the head of twitter https://t.co/9WawmuCAg1,674,5546
1042848817563885568,2018-09-20 18:51:47,https://t.co/jhSWjt56uL,307,2733
1042848590517886977,2018-09-20 18:50:53,famleeeeee https://t.co/sqhHtxIRPh,739,4293
1042841424016769024,2018-09-20 18:22:25,my love is so beautiful 😍 https://t.co/Tjm9W86iak,878,7175
1042838357842120704,2018-09-20 18:10:14,https://t.co/1n0yM79SIt,237,2425
1042838157635407872,2018-09-20 18:09:26,https://t.co/jP0bxGltvD,232,2342
1042837894182756352,2018-09-20 18:08:23,Apple 🍎 and YZY  sounds about right 🚀🚀🚀🚀💜💜💜💜🔮🔮🔮🔮👽👽👽🙋‍♂️ https://t.co/Uq5ArSlcdd,734,5936
1042823373909192704,2018-09-20 17:10:41,https://t.co/nxIQNp3zHV,401,2673
1042823299242196992,2018-09-20 17:10:23,https://t.co/OxiM6Cpr0O,443,2880
1042823232284323842,2018-09-20 17:10:07,https://t.co/tgyl4Z3jpQ,523,3117
1042823169738862593,2018-09-20 17:09:53,https://t.co/oj7OTIyyNe,417,2684
1042786091869265921,2018-09-20 14:42:32,this is lovely. Ben from Snapchat text my wife this. https://t.co/veB6DdEjvm,420,4579
1042779505431986178,2018-09-20 14:16:22,Social media can be good but we have to hold the heads responsible for the psychological damage it sometimes causes. https://t.co/g81IBjqqaK,2173,11534
1042779425048211456,2018-09-20 14:16:03,we should be able to participate in social media without having to show how many followers or likes we have. Just l… https://t.co/3fEoETpa49,48497,221287
1042557261007089664,2018-09-19 23:33:15,YZY BSKTBL https://t.co/jRIISnZr2Y,1066,7473
1042268836576165889,2018-09-19 04:27:09,https://t.co/uxxbP9elUS,6325,37059
1042177428813017089,2018-09-18 22:23:56,https://t.co/7mRgxIOcQC,418,4368
1042131398323138561,2018-09-18 19:21:01,#wegotlove campaign/photos shot by Rita Minissi,532,7012
1042031781661114368,2018-09-18 12:45:11,music is space between noise,18867,83670
1041895861716832256,2018-09-18 03:45:05,https://t.co/PuN8QhnxNV,54442,167555
1041886945511538688,2018-09-18 03:09:39,https://t.co/vZ6wXq9GTD,1235,12494
1041886800745119750,2018-09-18 03:09:05,https://t.co/iYz8ZM1wjp,886,8535
1041886667294953472,2018-09-18 03:08:33,https://t.co/VBLhl3lydG,3522,28912
1041886450067726337,2018-09-18 03:07:41,https://t.co/QUDGJruPoN,1374,10041
1041886346787282944,2018-09-18 03:07:17,https://t.co/AhYmLnLUl5,726,7286
1041886123159515136,2018-09-18 03:06:23,https://t.co/Sp5ZGqDM1P,747,7360
1041886030226259973,2018-09-18 03:06:01,https://t.co/u2Iqeg8L97,525,5927
1041885857894916096,2018-09-18 03:05:20,https://t.co/oUaXoYwusu,651,6308
1041885650440658945,2018-09-18 03:04:31,https://t.co/LbuBNAxn97,1098,11387
1041844464283607040,2018-09-18 00:20:51,https://t.co/fLGcmeSawc,1911,12544
1041844365776187392,2018-09-18 00:20:27,https://t.co/2ggHxbHpTp,826,7687
1041844263678443520,2018-09-18 00:20:03,https://t.co/CHeh2KwsUW,833,7386
1041844096044740609,2018-09-18 00:19:23,https://t.co/oQRLgsGCRp,709,6566
1041843969787711488,2018-09-18 00:18:53,https://t.co/om59nr2qRt,1143,9950
1041843834995404800,2018-09-18 00:18:21,https://t.co/FY2apn2hzd,2570,23109
1041843704233832448,2018-09-18 00:17:50,https://t.co/b8yeRkR6yx,1105,10638
1041821536137568256,2018-09-17 22:49:44,"RT @nbcsnl: Big day, big news. #SNLPremiere https://t.co/r7o6nO5nyv",5713,0
1041801975291990016,2018-09-17 21:32:01,https://t.co/GwCcmAe1WN,41810,171810
1041799969554886656,2018-09-17 21:24:03,https://t.co/lopkmtvqE5,940,9640
1041782218853560320,2018-09-17 20:13:31,https://t.co/O3pjH3CuGU,1404,13281
1041749646421372929,2018-09-17 18:04:05,https://t.co/r1lZx6de4t,547,6913
1041749615912005639,2018-09-17 18:03:57,https://t.co/7OeBE7lGSj,489,4564
1041749576829480960,2018-09-17 18:03:48,https://t.co/zDNc2Y4Rco,425,3982
1041749541110743040,2018-09-17 18:03:40,https://t.co/TOqX4LNEWM,807,6442
1041741691152064512,2018-09-17 17:32:28,we don’t need to ever be excited we need to just be,5002,26454
1041741003458174977,2018-09-17 17:29:44,no if ands or buts,6045,22032
1041739911240409088,2018-09-17 17:25:24,we need consideration,3564,15492
1041730174167920641,2018-09-17 16:46:42,we are divine,8635,33797
1041725683955752961,2018-09-17 16:28:52,🌜🌍🌛,4804,25508
1041706314580221953,2018-09-17 15:11:54,love is the absence of pride,30757,99429
1041400134641311744,2018-09-16 18:55:15,https://t.co/Ftsd5KdCQF https://t.co/xlNnjtmDZ4,1223,8729
1041399910959067137,2018-09-16 18:54:21,https://t.co/uHihkTGrCS https://t.co/uhLhqbNjA4,691,6624
1041373420548706304,2018-09-16 17:09:05,Donda House 🙏👽👽 https://t.co/i4pfZiZmeN,455,5069
1041373008928104454,2018-09-16 17:07:27,"😂😂🏈

https://t.co/wc41OWpHoo",317,3880
1041362284717793280,2018-09-16 16:24:50,https://t.co/9o45sTcogJ,306,3548
1041355469955182593,2018-09-16 15:57:46,enhance structure,4901,33995
1041162806832316416,2018-09-16 03:12:11,Film concept: a being purchases a Merriam-Webster’s dictionary from Walgreens to  highlight positive words in orang… https://t.co/lpqMdmQORO,1712,14879
1041082936299331590,2018-09-15 21:54:49,Me Troy Justin and Scooter will have dinner and build on how we will make our world better. Sending positive energy,3007,39676
1041057031015284738,2018-09-15 20:11:52,"sending good energy to my brother Ricardo for his first Burberry show 

https://t.co/seuuw0Wj8C",724,9112
1040998310952230914,2018-09-15 16:18:32,yoga dance meditation,5849,41331
1040772406690938880,2018-09-15 01:20:53,we’re creating a film called Spiritual Telephone.,4372,47094
1040761538808897536,2018-09-15 00:37:41,eating dishes served with Gullah Geechee heritage,1238,15802
1040667349962117121,2018-09-14 18:23:25,https://t.co/FLASwktK0g,2371,11596
1040656839061528577,2018-09-14 17:41:39,our whole culture is about balance,11257,66951
1040347073403596801,2018-09-13 21:10:45,when you think of something positive say it out loud. Keep putting that vibe into the universe.,100136,294571
1040028970962415617,2018-09-13 00:06:44,love is serving others - Maurice Armitage,8025,41101
1039951315831418880,2018-09-12 18:58:09,change I want to we need,15892,81635
1039646928424689664,2018-09-11 22:48:38,we don’t try we do,54866,158965
1039264970314211328,2018-09-10 21:30:52,Love vs. Fear   I love when human beings are supported for using their voice,6323,37826
1039261338080399360,2018-09-10 21:16:26,I stand for giving everyone a voice. Adidas giving me a voice and Nike giving Colin voice on a big business level m… https://t.co/juHIuVsrSF,9572,79032
1039229498841956352,2018-09-10 19:09:55,The triple white 350 release fulfills YEEZYS democracy philosophy. Removing the concept of making limited product t… https://t.co/3D0ZFUEMDV,2971,19484
1039220580279496704,2018-09-10 18:34:28,fear is the absence of love and fear is the source of all of our evil. love is the absence of fear and love is the… https://t.co/J2d8OQIfgS,40298,134486
1039031265788186624,2018-09-10 06:02:12,Neil Strauss is the only writer that Larry Hoover would trust to do his book and me and GLC bumped into him at dinn… https://t.co/BgHGbV8XHv,1027,12270
1039026006185586688,2018-09-10 05:41:18,We’re doing Chicago Comedy Jam.  We’re going to restore the Regal Theatre,2229,22256
1038992296769777665,2018-09-10 03:27:21,I will teach a course at the Art Institute of Chicago and the American Academy of Art,7317,74925
1038990702028308480,2018-09-10 03:21:01,we need to be overwhelmed with love and inspiration,42619,123907
1038990379683434496,2018-09-10 03:19:44,it is super inspiring I’d even say it is overwhelming which is my favorite description,1335,15332
1038989969522536448,2018-09-10 03:18:06,We visited theaster gates stony island art bank last week,590,9067
1038988558592135168,2018-09-10 03:12:30,We’re putting a Yeezy office in Chicago,6275,65703
1038573949880164352,2018-09-08 23:45:00,throne2 coming soon,91517,267290
1038498573933924352,2018-09-08 18:45:29,2024,18717,100244
1038398647375810560,2018-09-08 12:08:24,We are Gods,27786,106804
1038128225002577920,2018-09-07 18:13:50,I can only be the boss. I don’t have the time otherwise. It takes time to talk people into things. It takes no time… https://t.co/UW3WY2igPj,21018,93788
1037897082734927872,2018-09-07 02:55:22,https://t.co/d3w2h2tFF5 live in 15 min,1870,12939
1037260528266108929,2018-09-05 08:45:55,This is all Jedi level. I will be coming to your show within the next seven days to give love and be inspired by the art you have created.,8541,60305
1037260472712478721,2018-09-05 08:45:42,I understand Pusha’s issues as a man if someone mentions your fiancé men go mask off. I’ve done the same myself at… https://t.co/DggtA7xOUe,5548,35068
1037258769065893889,2018-09-05 08:38:56,I did not have any conversations about your child with Pusha. I don’t play with the idea of people’s children after… https://t.co/KQ2SsRZJrN,12305,75021
1037258203426222080,2018-09-05 08:36:41,I never listened to either diss track that followed but I did hear quotes from both songs after they were released,3841,23617
1037257815683870722,2018-09-05 08:35:09,since we were building as friends and brothers I should have spoken to Pusha about the Quentin Miller bar. There sh… https://t.co/f2YcQAb0bt,4555,26793
1037257239705186305,2018-09-05 08:32:51,plane taxiing for take off... because we spoke about doing Lift Yourself together I should have given you the oppor… https://t.co/WF0qX3n4bV,3114,19310
1037248589309730817,2018-09-05 07:58:29,When I put the dates up I was a bit ramped up doing 25 tweets a day  TMZ happened shortly after …    I have to hop… https://t.co/lAbbhpq17q,3327,22256
1037248508116398080,2018-09-05 07:58:10,Let me start by  apologizing for stepping on your release date in the first place …  We were building a bond and wo… https://t.co/5BjZH3JY0o,5848,38103
1037248184215527425,2018-09-05 07:56:52,"Sending good energy and love to Drake and family and crew💜💜💜 

I haven’t seen the show in person but the images loo… https://t.co/1paWIVdoji",10179,55982
1036120915640086528,2018-09-02 05:17:31,"set in Goudy font, from Chicago https://t.co/75e3gX7uxQ",504,5986
1035347824383119360,2018-08-31 02:05:31,https://t.co/UpRckAnGX4,1235,7918
1034980721394212864,2018-08-30 01:46:47,Michael we love you,15892,77930
1034545604490227712,2018-08-28 20:57:47,the world is the new art school,13473,63288
1034501234755915776,2018-08-28 18:01:29,let’s make ourselves happy,92038,199368
1034276784722796545,2018-08-28 03:09:36,If I don’t lose myself... it’s not me -George Condo,5821,32592
1034115344233709568,2018-08-27 16:28:05,there’s no such thing as an old living person    people from thousands of years ago perhaps are old      if you’re alive you’re young,8672,54149
1034108313363857409,2018-08-27 16:00:09,offering a service is having a purpose,7195,34692
1034108182090534914,2018-08-27 15:59:38,Halloween is the only day you’re not in a costume,46226,173891
1034102420530454528,2018-08-27 15:36:44,This is not only the greatest animation achievement in history       the subject matter is so relevant to the current state of the world,2086,16126
1034102337386700800,2018-08-27 15:36:24,Every stage show I’ve ever worked on       Every video    not just Stronger      every product    even when I was i… https://t.co/ETKXItQd1s,4850,32338
1032311322292060160,2018-08-22 16:59:33,"https://t.co/48B0T5HeRk

When we work on our shoes   apparel and accessories   I just think  ...    If this thing w… https://t.co/Tg9l5XBRZk",2004,13281
1032304033942319105,2018-08-22 16:30:35,creating a universal language is super fun,6213,53148
1032277327915282432,2018-08-22 14:44:28,My friend Anthony Schiller pointed out that I didn’t mention Ernest Cline when I tweeted about Ready Player one. Er… https://t.co/YNMcwpzxxg,1197,18399
1032007965706874880,2018-08-21 20:54:07,spend as much time outside as possible     fresh air is healing,40234,160026
1031967398801244161,2018-08-21 18:12:55,stay inspired,43712,124101
1031644479629885440,2018-08-20 20:49:45,2015 feels like just yesterday   Adidas is a great partner,4841,56343
1029102613575348224,2018-08-13 20:29:17,deprogram,6278,28442
1029102535389237250,2018-08-13 20:28:58,we’re no longer fighting for change we’re simply changing things,26893,103603
1029058826010484737,2018-08-13 17:35:17,operation try love    take someone you don’t like and say something you like about them out loud,16339,71933
1029058606363103233,2018-08-13 17:34:25,no one is better than anyone,79986,225312
1029004267967803392,2018-08-13 13:58:30,https://t.co/GMoi5FfJTp,1866,9665
1029003810939654144,2018-08-13 13:56:41,RT @jimmykimmel: Not every question warrants an immediate answer. Some answers need to be considered and a talk show with time constraints…,6523,0
1028670642965557248,2018-08-12 15:52:47,https://t.co/hMvsSTpGv0   @trvisXX,2312,13984
1028429067069009921,2018-08-11 23:52:51,I was so happy when I saw Jimmy walk out in the Yeezys. That was an olive branch. He lead with love. I appreciate J… https://t.co/qXW40LTYOV,4709,64277
1028428816257970176,2018-08-11 23:51:51,The question was so important I took time to think. And then I was hit with the let’s go to commercial break. That… https://t.co/aatyauwC3T,13714,95756
1028428728496312320,2018-08-11 23:51:30,On Jimmy Kimmel  we had a great time having a dialogue. I’m reading that I was stumped by a question. Let me clarif… https://t.co/HWDutmAwjC,20145,118008
1028154981348589568,2018-08-11 05:43:44,"RT @DJClarkKent: Sitting in the studio with my man @kanyewest and he said.. ""Clark, let that new ""XTCY""joint go!!! So.. ENJOY: NEW KANYE WE…",4199,0
1028080343398547456,2018-08-11 00:47:09,🔥🔥🔥 https://t.co/qcPA5Pjhlj,24275,107650
1027990215766372352,2018-08-10 18:49:01,Tadao Ando https://t.co/dpROMvnrCF,711,5606
1027986318041608192,2018-08-10 18:33:31,turn shame to power,21431,77335
1027982314075082752,2018-08-10 18:17:37,I’m working on removing the word I ...correction we’re working on removing the word I,8158,63724
1027932740899860482,2018-08-10 15:00:38,https://t.co/2H00wzVl87,4062,18844
1027333842095357953,2018-08-08 23:20:49,"🔥🔥🔥🔥Caiden Cop Shot The Kid

https://t.co/otyccZCACH",972,8655
1027003626722549765,2018-08-08 01:28:40,"RT @jimmykimmel: On Thursday night, HURRICANE KANYE strikes @JimmyKimmelLive! @KanyeWest",2561,0
1025172700224880640,2018-08-03 00:13:13,You guys are so important and what you do is so special and inspiring to our planet       Thank you for being so great,18826,121483
1025172483157020672,2018-08-03 00:12:21,Steve Jobs you are one of my biggest inspirations and your story spirit and drive helps to push me everyday      co… https://t.co/0jt4pQQX0B,8961,68663
1023860670104653824,2018-07-30 09:19:40,when speaking about sections of the company I like to use the word arms instead of divisions,3441,37562
1023679776937017345,2018-07-29 21:20:52,inject a bit of love like it’s an IV drip,10517,44087
1023679642278850560,2018-07-29 21:20:20,do things from love    not ego and not pride,71837,191976
1023679520883109888,2018-07-29 21:19:51,instead of saying I’m proud you can say I love this,6613,35181
1023679167232008194,2018-07-29 21:18:27,replace pride with love,27512,72057
1023678958556987392,2018-07-29 21:17:37,Follow your heart and find your tribe. Your tribe are people with similar passions,43972,147789
1023678610706640896,2018-07-29 21:16:14,you can love people that you don’t want to go to lunch with everyday,25907,111864
1023678437758619648,2018-07-29 21:15:33,you can love everyone but everyone isn’t your tribe,22511,76107
1023678260431880193,2018-07-29 21:14:50,love everyone,13657,46226
1023678208703528960,2018-07-29 21:14:38,love is infectious,8957,33357
1023677914959634434,2018-07-29 21:13:28,love is generous,9719,35418
1023677856063270912,2018-07-29 21:13:14,pride is one of the deadliest sins,24663,75388
1023677647933427712,2018-07-29 21:12:24,pride is selfish,11348,39958
1022952843563556864,2018-07-27 21:12:18,"How to NOT kill yourself pt 1

Avoid being around people who make you want to kill yourself",205046,609408
1022952669906796545,2018-07-27 21:11:36,"To make this clear and not weird 
I’ve had these kinds of thoughts and I’m going to tell you things I’ve done to stay in a content place.",3505,29480
1022952578886250496,2018-07-27 21:11:15,I saw the Alexander McQueen documentary and I connected with his journey. I know how it feels to want to take your… https://t.co/mg5ksSnsPL,4166,33710
1022917782327848960,2018-07-27 18:52:58,trust your feelings don’t calculate your perception,36326,111755
1022898502307729408,2018-07-27 17:36:22,"RT @RealCandaceO: “Great minds don’t think alike, they think for themselves”  -Sakiyah",17416,0
1022893971721211904,2018-07-27 17:18:21,break the status quo,9759,41486
1022893905325379584,2018-07-27 17:18:06,stop trying     start doing,77898,203661
1022893435844325381,2018-07-27 17:16:14,love everyone,35604,108922
1022537498101043200,2018-07-26 17:41:52,I’m not taking no advice for the rest of my life,53801,189689
1022537461593821184,2018-07-26 17:41:43,I hate talking about things I’m supposed to talk about,30766,108096
1021905095435280384,2018-07-24 23:48:55,feeling super creative,28447,149135
1020070294751342592,2018-07-19 22:18:04,"this is amazing  @Project2one5 and @TEYANATAYLOR 
We gotta send them some Yeezys though 🙌🙌🙌  https://t.co/c1yCTEm6ql",1093,10988
1018570204010274816,2018-07-15 18:57:15,"The universe is on our side, I’m so excited",40673,172524
1018433346668453889,2018-07-15 09:53:26,It’s just another example of elitism and classism.   If you read Prince or Michael’s Wikipedia their title is recor… https://t.co/ptly2xddYM,3918,30462
1018432945839673344,2018-07-15 09:51:50,"Music is an art form.   When reporters call me “the singer,” the rapper"" or even the ""pop star"" there’s an air of c… https://t.co/Ln86Dezxf8",9360,67347
1018257129457606656,2018-07-14 22:13:12,I had a sinus headache on a flight once and I got a fucking cat scan after because it was so bad,8049,74090
1018257068245970944,2018-07-14 22:12:58,Whenever you’re feeling down bored irritated or disgruntled just say… thank god I don’t have a sinus headache … the… https://t.co/ienbMvqPH6,27108,155337
1018176769843593216,2018-07-14 16:53:53,creatives need each other,53561,173857
1017560703891197952,2018-07-13 00:05:51,when in doubt... don’t,78408,238692
1017492030761549824,2018-07-12 19:32:58,wholesale is dangerous for creatives,5647,38669
1017477742260961280,2018-07-12 18:36:12,Yeezy is an organization ran by the creative. The creative make the final decisions here.,7504,66965
1015818124698910721,2018-07-08 04:41:28,Chasing validation is like putting your soul in a plank position,62504,206630
1015739944059449345,2018-07-07 23:30:48,"I used to spend every moment I had free at the Moss store 

https://t.co/8Mo2AkKGVx",729,8106
1012045191216156673,2018-06-27 18:49:11,https://t.co/keACtfDvtD,943,7405
1012045148031631360,2018-06-27 18:49:00,https://t.co/hUzYzgu45U,1602,12083
1010015133785939969,2018-06-22 04:22:27,the universe is on our side bro,71029,261515
1007434769544634368,2018-06-15 01:29:00,RT @Nas: My album release party tonight LIVE with @YouTubeMusic → https://t.co/KF1DIxFaw4 #NASIR,4062,0
1007242346763698176,2018-06-14 12:44:23,sometimes I have trouble saying no because I want to help everyone,104054,279430
1007242171362054144,2018-06-14 12:43:41,this is new for me but it’s just how I feel now. I don’t know why. I thought my ego protected me from doubters so t… https://t.co/pC1d7C5UkK,5883,38885
1007240200727089153,2018-06-14 12:35:52,Who or what is Kanye West with no ego? Just Ye,12726,85423
1007239893481766912,2018-06-14 12:34:38,I killed my ego,21847,101680
1007239693291773952,2018-06-14 12:33:51,your pride can be and will be used against you,24343,72507
1007239618041765889,2018-06-14 12:33:33,be great without pride,13275,42609
1007239543408357377,2018-06-14 12:33:15,give without pride,8531,32083
1007052712905592832,2018-06-14 00:10:51,"RT @s_lomba1: Thank you for #KidsSeeGhosts , @KidCudi and @kanyewest . Reborn’s meaning is as beautiful as the album artwork. Thanks a bunc…",1704,0
1007052675714711552,2018-06-14 00:10:42,"RT @LuisRagon7: ""Everybody want world peace, till your niece gets shot in the dome-piece, then you go and get your own piece, hoping it'll…",2689,0
1007052630416228352,2018-06-14 00:10:31,😢🙏🙏🙏🙏 https://t.co/0Z5HDZFnx4,4931,39844
1007052527081119745,2018-06-14 00:10:07,RT @Bubbabue: @kanyewest Your album #ye is an inspiration. I can completely relate to every song.  I’m going through my own issues right no…,703,0
1007052477215019008,2018-06-14 00:09:55,RT @danicapelli: i remember tweeting about synchronicities but this whole era really takes the cake for me. this man call bipolar disorder…,758,0
1006959393965948928,2018-06-13 18:00:02,Leaders create leaders,50823,165457
1006694708867842048,2018-06-13 00:28:16,Supermoon YEEZY desert rat campaign shot by Eli Linnetz 🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥,1559,17125
1006683361690116096,2018-06-12 23:43:11,freeeeeeeeeee https://t.co/ioKUaaVy2a,647,6826
1006680756779798528,2018-06-12 23:32:50,I be taking naps,158825,309401
1006668235142361088,2018-06-12 22:43:04,Bloody Dior in Wyoming hoodie https://t.co/RkRAtb0BfL,877,7717
1006630138920906752,2018-06-12 20:11:42,https://t.co/V7ZeBuufOB,2303,11601
1006621639419703296,2018-06-12 19:37:55,your guys writing and approach is so innovative … I love how you guys break the 4th wall… thank you for being innov… https://t.co/fkay133ewy,3014,36893
1006621583572492288,2018-06-12 19:37:42,I love both Deadpool movies🔥🔥🔥🔥🔥🔥🔥🔥🔥…  I heard tracks in it that sound similar to mine…  bro I would have cleared my music for Deadpool …,16544,171320
1006350203140468737,2018-06-12 01:39:20,Thank you to everyone who supported our 8th number 1 album  🙌🙌🙌🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥   all love   all great energy… https://t.co/AdUmHGnfd7,19489,153412
1006333245560983552,2018-06-12 00:31:57,https://t.co/PsUa8R6g67,986,9977
1006240112651337728,2018-06-11 18:21:52,We’re trying new ideas without the fear of not being perfect…  It’s just a gut feeling sometimes… just making stuff with your friends…,22408,113458
1006240061686366208,2018-06-11 18:21:40,We’re here creating in real time just having fun.     I hear the albums blasting out of the cars when I walk down t… https://t.co/Btr6jZBeYP,8487,63509
1006239896254607360,2018-06-11 18:21:00,Just wanted to say I’m up in the morning working on the Nas album  and I’m so humbled by all the love we’re getting… https://t.co/0KpWPPvzt0,21787,159091
1006210012287401986,2018-06-11 16:22:16,😂 https://t.co/0cbuZDQSuO,1247,11519
1004890866954063872,2018-06-08 01:00:27,Download the @WAV_Media app https://t.co/HxSvFHiSrY to watch the livestream of the KIDS SEE GHOSTS listening party tonight @ 8pm PST,3900,19458
1004832338650357762,2018-06-07 21:07:53,RT @tylerthecreator: see if i was tryna relate to more people i would say im struggling with loving myself because that seems like a common…,53913,0
1004561635153883136,2018-06-07 03:12:12,https://t.co/ssV4UeFpiL,6483,57560
1004430170189467648,2018-06-06 18:29:48,"RT @KimKardashian: So grateful to @realDonaldTrump, Jared Kushner &amp; to everyone who has showed compassion &amp; contributed countless hours to…",18840,0
